"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.0295593669554,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.02931550632175,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.04175513942728,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.06418687905641,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",129.01534942515,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",134.7997163915,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",128.32748937775,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",119.07706291588,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",115.70817262706,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",127.86374529003,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",185.06412179275,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",203.07689389455,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",226.34034956062,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",232.79020125837,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",231.32383066779,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",229.67433734594,,
"AZE","Azerbaijan","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",249.08914006542,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","1995","1995",178.05906750729,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2002","2002",98.814601153791,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2003","2003",81.876980657609,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2004","2004",65.842182736918,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2005","2005",55.870733830155,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2006","2006",44.921486256015,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2007","2007",36.629124953622,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2008","2008",27.574073401485,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2009","2009",29.702840540242,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2010","2010",31.471589393826,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2011","2011",27.872939621673,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2012","2012",32.606767716941,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2013","2013",29.383653532061,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2014","2014",27.66504163963,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2015","2015",36.751587227129,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2016","2016",40.164049559348,,
"BLR","Belarus","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2017","2017",33.453148889662,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","1995","1995",184.06328297968,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2002","2002",146.18468229033,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2003","2003",148.97727807459,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2004","2004",156.59508089601,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2005","2005",174.6559236086,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2006","2006",172.86758333538,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2007","2007",173.45666274063,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2008","2008",175.81734228171,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2009","2009",158.98414480677,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2010","2010",189.92093494658,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2011","2011",181.94493281981,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2012","2012",226.72194161093,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2013","2013",235.01275148887,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2014","2014",230.76208271882,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2015","2015",219.29926363555,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2016","2016",202.4178143044,,
"BLR","Belarus","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2017","2017",193.5443629335,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2004","2004",0.01766974290374,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2005","2005",0.0132932730615,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2006","2006",0.01129965927302,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2007","2007",0.01116350434245,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2008","2008",0.00973733000097,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2009","2009",0.01317025944319,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2010","2010",0.01364179658594,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2011","2011",0.01534174361806,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2012","2012",0.01640348905064,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2013","2013",0.01562222251488,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2014","2014",0.01703825067112,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2015","2015",0.02843689636559,,
"BLR","Belarus","IND-EQUI-AIRSEATS-GDP","Available seat capacity for scheduled flight per one thousand units of current USD GDP","2016","2016",0.04377281299914,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2004","2004",42.024652045303,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2005","2005",41.555725603961,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2006","2006",43.483529906119,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2007","2007",52.864604605838,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2008","2008",62.086999507241,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2009","2009",70.493676576868,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2010","2010",82.323861357366,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2011","2011",100.1456089603,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2012","2012",114.05702396019,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2013","2013",124.94775347072,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2014","2014",142.12095763197,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2015","2015",169.68492801453,,
"BLR","Belarus","IND-EQUI-AIRSEATS-PC","Available seat capacity for scheduled flight per one thousand inhabitants","2016","2016",220.60517379228,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","1995","1995",2.7460467966361,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","1996","1996",2.310125441579,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","1997","1997",2.5670471285159,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","1998","1998",2.5635007195485,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","1999","1999",2.5831443241223,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2000","2000",2.9360563215677,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2001","2001",3.1984132660781,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2002","2002",3.1036838326408,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2003","2003",2.4818527559702,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2004","2004",1.9284144862182,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2005","2005",1.8193859004575,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2006","2006",1.4526655346208,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2007","2007",1.2393152290257,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2008","2008",1.0251502139241,,
"BEL","Belgium","IND-EQUI-RAILTONS-GDP","Rail freight loading capacity per one million units of current USD GDP","2009","2009",1.3806647513961,,
"BEL","Belgium","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","1995","1995",78.026708794314,,
"BEL","Belgium","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","1996","1996",63.503007934615,,
"BEL","Belgium","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","1997","1997",63.715685066021,,
"BEL","Belgium","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","1998","1998",64.953688167254,,
"BEL","Belgium","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","1999","1999",65.23163191338,,
"BEL","Belgium","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2000","2000",67.819631752225,,
"BEL","Belgium","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2001","2001",73.611709248078,,
"BEL","Belgium","IND-EQUI-RAILTONS-PC","Rail freight loading capacity per one thousand inhabitants","2002","2002",77.611311955102,,
